method,split,seed,episodes,success_rate,mean_edge_f1,mean_birth_f1,mean_death_f1,mean_graph_edit,mean_component_accuracy,mean_jam_f1,mean_safety_violation_rate,mean_chain_contact_rate,mean_pocket_contact_rate,mean_fixture_contact_rate,mean_wall_contact_rate,mean_final_progress,mean_final_y_error,mean_energy
pairwise_contact_classifier,actuator_limit_chain,6,6,0.00000,0.63299,0.62847,0.18773,0.15885,0.37500,1.00000,0.80903,0.01042,0.00694,0.91319,0.01042,0.43462,0.16785,10.63384
pairwise_contact_classifier,actuator_limit_chain,7,6,0.00000,0.61447,0.44329,0.21643,0.17708,0.55903,0.83333,0.80556,0.01389,0.00694,0.88542,0.00694,0.11807,0.08215,13.54116
pairwise_contact_classifier,combined_extreme_stress,0,6,0.00000,0.83276,0.60243,0.92361,0.06424,0.56250,0.50000,0.41319,0.00347,0.00000,0.22917,0.01042,0.26130,0.07045,34.12820
pairwise_contact_classifier,combined_extreme_stress,1,6,0.00000,0.68565,0.45197,0.93284,0.10113,0.39931,0.16667,0.18056,0.02431,0.00000,0.12847,0.01042,0.32819,0.09377,22.92658
pairwise_contact_classifier,combined_extreme_stress,2,6,0.00000,0.76736,0.61748,0.94560,0.07292,0.59722,0.83333,0.13889,0.00000,0.00000,0.09028,0.00347,0.00000,0.06997,20.62646
pairwise_contact_classifier,combined_extreme_stress,3,6,0.00000,0.66157,0.51273,0.70521,0.12674,0.37500,0.52020,0.26389,0.15625,0.15625,0.22917,0.01042,0.26897,0.08393,24.32709
pairwise_contact_classifier,combined_extreme_stress,4,6,0.00000,0.83958,0.59491,0.94606,0.06293,0.56944,0.33333,0.38889,0.00347,0.00347,0.20833,0.01042,0.19829,0.10796,34.21143
pairwise_contact_classifier,combined_extreme_stress,5,6,0.00000,0.77905,0.49711,0.84144,0.08767,0.42014,0.50000,0.40972,0.01042,0.00000,0.31597,0.01389,0.10962,0.15192,34.76549
pairwise_contact_classifier,combined_extreme_stress,6,6,0.00000,0.68148,0.45197,0.83727,0.09896,0.57986,0.33333,0.13542,0.00694,0.00000,0.20139,0.01389,0.33550,0.17449,29.27332
pairwise_contact_classifier,combined_extreme_stress,7,6,0.00000,0.75127,0.56829,0.89699,0.08550,0.58333,0.33333,0.27778,0.00000,0.00000,0.13542,0.00347,0.00000,0.10579,22.66285
pairwise_contact_classifier,combined_stress,0,6,0.33333,0.77035,0.78773,0.42535,0.11346,0.29653,0.51075,0.26042,0.45000,0.40278,0.25000,0.01042,0.74581,0.11095,13.22813
pairwise_contact_classifier,combined_stress,1,6,0.16667,0.86657,0.81343,0.76736,0.06059,0.61944,0.91667,0.24306,0.13333,0.13195,0.20972,0.01389,0.38029,0.13953,14.52164
pairwise_contact_classifier,combined_stress,2,6,0.16667,0.68863,0.43371,0.47663,0.16970,0.37532,0.67473,0.23264,0.47443,0.44255,0.17014,0.01042,0.64523,0.07424,16.99658
pairwise_contact_classifier,combined_stress,3,6,0.00000,0.70359,0.59838,0.53804,0.13498,0.21181,0.52083,0.36458,0.32986,0.30556,0.30555,0.01042,0.71655,0.14070,14.70736
pairwise_contact_classifier,combined_stress,4,6,0.00000,0.78646,0.45139,0.88599,0.08724,0.52778,1.00000,0.47222,0.01389,0.00347,0.33681,0.02083,0.44579,0.11332,20.66733
pairwise_contact_classifier,combined_stress,5,6,0.16667,0.76090,0.53403,0.58704,0.11762,0.41736,0.80365,0.36111,0.29306,0.27431,0.31597,0.01042,0.64482,0.08364,16.30569
pairwise_contact_classifier,combined_stress,6,6,0.00000,0.69537,0.55729,0.63993,0.13715,0.34375,0.55734,0.23611,0.33681,0.30903,0.12847,0.01389,0.74278,0.08507,23.82202
pairwise_contact_classifier,combined_stress,7,6,0.00000,0.63438,0.51968,0.36690,0.16276,0.46528,0.75468,0.52431,0.24653,0.22917,0.49306,0.00347,0.37738,0.07319,20.15381
pairwise_contact_classifier,contact_chain_transfer,0,6,0.00000,0.90069,0.91319,0.84722,0.04731,0.77083,0.84375,0.00000,0.15972,0.14930,0.00000,0.00694,0.42562,0.15213,11.56250
pairwise_contact_classifier,contact_chain_transfer,1,6,0.00000,0.93785,0.91204,0.85417,0.03212,0.77431,0.84314,0.00000,0.15972,0.14930,0.00000,0.00000,0.13666,0.02205,12.15094
pairwise_contact_classifier,contact_chain_transfer,2,6,0.00000,0.93437,0.91319,0.84722,0.03299,0.77083,0.83333,0.00000,0.15972,0.14930,0.00000,0.01042,0.35422,0.06425,10.66227
pairwise_contact_classifier,contact_chain_transfer,3,6,0.00000,0.90926,0.89931,0.71065,0.05035,0.62500,0.66667,0.00000,0.31944,0.29861,0.00000,0.00694,0.46279,0.09221,11.59625
pairwise_contact_classifier,contact_chain_transfer,4,6,0.00000,0.87731,0.81944,0.98958,0.03168,0.81250,1.00000,0.00000,0.00000,0.00000,0.00000,0.01042,0.18506,0.08644,20.52474
pairwise_contact_classifier,contact_chain_transfer,5,6,0.00000,0.86690,0.90972,0.56366,0.07595,0.49653,0.50926,0.00000,0.47917,0.45139,0.00000,0.01042,0.60732,0.06996,11.56658
pairwise_contact_classifier,contact_chain_transfer,6,6,0.16667,0.85968,0.89375,0.72940,0.07083,0.64792,0.66667,0.00000,0.30972,0.27431,0.00000,0.00347,0.38076,0.04100,11.47783
pairwise_contact_classifier,contact_chain_transfer,7,6,0.16667,0.85361,0.90440,0.59167,0.08064,0.51944,0.50000,0.00000,0.46944,0.42361,0.00000,0.00347,0.50996,0.08357,11.27008
pairwise_contact_classifier,contact_sensor_noise_burst,0,6,0.66667,0.67590,0.61171,0.39061,0.19038,0.34759,0.19608,0.00000,0.76276,0.65476,0.00000,0.00347,0.81090,0.04698,12.89889
pairwise_contact_classifier,contact_sensor_noise_burst,1,6,0.16667,0.65392,0.47436,0.40942,0.16717,0.47089,0.44545,0.00000,0.65999,0.60630,0.00347,0.00347,0.78108,0.05149,12.44704
pairwise_contact_classifier,contact_sensor_noise_burst,2,6,0.66667,0.69025,0.41372,0.47867,0.18025,0.41994,0.44828,0.00000,0.58720,0.52182,0.00000,0.01042,0.79718,0.06896,11.57966
pairwise_contact_classifier,contact_sensor_noise_burst,3,6,0.16667,0.70002,0.44028,0.50648,0.16884,0.60903,0.66665,0.00000,0.56180,0.50000,0.00000,0.00694,0.62442,0.03799,19.40489
pairwise_contact_classifier,contact_sensor_noise_burst,4,6,0.50000,0.64420,0.56053,0.47579,0.16538,0.46515,0.49537,0.13542,0.49823,0.42613,0.16130,0.00347,0.77389,0.08126,11.84717
pairwise_contact_classifier,contact_sensor_noise_burst,5,6,0.33333,0.68968,0.41169,0.36176,0.19672,0.65601,0.56739,0.00000,0.76685,0.69610,0.00347,0.00347,0.78620,0.05341,12.06435
pairwise_contact_classifier,contact_sensor_noise_burst,6,6,0.33333,0.63228,0.47346,0.43413,0.18193,0.41162,0.32332,0.00000,0.66900,0.60307,0.00694,0.00347,0.80185,0.04802,11.89664
pairwise_contact_classifier,contact_sensor_noise_burst,7,6,0.16667,0.68111,0.60984,0.55116,0.14904,0.28125,0.18519,0.00000,0.51806,0.46181,0.00000,0.00347,0.66244,0.07962,23.75478
pairwise_contact_classifier,delayed_topology_transition,0,6,0.00000,0.51632,0.20718,0.15972,0.22960,0.73264,0.16667,0.81250,0.00000,0.00000,0.89583,0.00347,0.11332,0.04389,12.56531
pairwise_contact_classifier,delayed_topology_transition,1,6,0.00000,0.51261,0.07581,0.11227,0.24219,0.90278,0.00000,0.81250,0.00000,0.00000,0.93750,0.00000,0.00000,0.01495,7.26544
pairwise_contact_classifier,delayed_topology_transition,2,6,0.00000,0.62199,0.36111,0.26076,0.18490,0.78819,0.13889,0.81597,0.15972,0.00000,0.94097,0.00347,0.14296,0.04595,8.43829
pairwise_contact_classifier,delayed_topology_transition,3,6,0.00000,0.55312,0.25116,0.12384,0.21701,0.74653,0.16667,0.80903,0.00694,0.01042,0.93403,0.00000,0.00000,0.08936,8.14679
pairwise_contact_classifier,delayed_topology_transition,4,6,0.00000,0.48322,0.20023,0.20428,0.23307,0.62847,0.33333,0.80556,0.00000,0.00000,0.85764,0.00694,0.14268,0.06942,9.61578
pairwise_contact_classifier,delayed_topology_transition,5,6,0.00000,0.51389,0.08276,0.13357,0.24132,0.90278,0.00000,0.80903,0.00000,0.00000,0.93056,0.00000,0.00000,0.00904,7.60174
pairwise_contact_classifier,delayed_topology_transition,6,6,0.00000,0.46817,0.08681,0.22396,0.22917,0.84028,0.33333,0.81250,0.00000,0.00000,0.84028,0.00347,0.00880,0.04186,8.87944
pairwise_contact_classifier,delayed_topology_transition,7,6,0.00000,0.42789,0.22453,0.29456,0.20746,0.58333,0.33333,0.81250,0.00000,0.00000,0.73611,0.01042,0.35874,0.14217,10.62131
pairwise_contact_classifier,distractor_contact,0,6,0.00000,0.92616,0.88658,0.82986,0.03776,0.73611,0.34314,0.00000,0.15972,0.14930,0.01389,0.01042,0.15856,0.21212,12.14392
pairwise_contact_classifier,distractor_contact,1,6,0.16667,0.67988,0.52232,0.68122,0.14348,0.36855,0.06111,0.00000,0.35913,0.31795,0.01042,0.00000,0.44388,0.15824,23.24591
pairwise_contact_classifier,distractor_contact,2,6,0.16667,0.73609,0.71296,0.58924,0.13481,0.45000,0.37607,0.00000,0.47292,0.42014,0.00000,0.00000,0.53007,0.03636,19.63097
pairwise_contact_classifier,distractor_contact,3,6,0.00000,0.86574,0.82292,0.67882,0.07031,0.53819,0.00980,0.00000,0.34722,0.31597,0.02083,0.00347,0.38863,0.16202,12.70318
pairwise_contact_classifier,distractor_contact,4,6,0.16667,0.82917,0.82581,0.46215,0.09939,0.34930,0.18627,0.00000,0.62430,0.57291,0.00347,0.00000,0.55381,0.10282,11.67429
pairwise_contact_classifier,distractor_contact,5,6,0.00000,0.92500,0.89236,0.84317,0.03776,0.75347,0.33333,0.00000,0.15972,0.14930,0.00694,0.00000,0.14094,0.06927,11.76530
pairwise_contact_classifier,distractor_contact,6,6,0.00000,0.94109,0.87269,0.95949,0.02344,0.83333,0.33333,0.00000,0.00347,0.00000,0.01389,0.00000,0.03560,0.18861,12.28508
pairwise_contact_classifier,distractor_contact,7,6,0.16667,0.80109,0.75474,0.58009,0.10738,0.44097,0.05742,0.00000,0.47778,0.42361,0.00347,0.00000,0.42578,0.08033,12.01760
pairwise_contact_classifier,fixture_near_wall_jam,0,6,0.00000,0.83391,0.78472,0.97222,0.03776,0.75694,1.00000,0.00000,0.00000,0.00000,0.00000,0.00347,0.00000,0.02704,26.42268
pairwise_contact_classifier,fixture_near_wall_jam,1,6,0.00000,0.64352,0.54398,0.97520,0.08290,0.51389,0.83333,0.00000,0.00000,0.00000,0.00000,0.00694,0.00000,0.03449,41.68288
pairwise_contact_classifier,fixture_near_wall_jam,2,6,0.00000,0.84953,0.79167,0.98727,0.03473,0.78473,1.00000,0.00000,0.00000,0.00000,0.00000,0.00694,0.00000,0.03122,25.21214
pairwise_contact_classifier,fixture_near_wall_jam,3,6,0.00000,0.59201,0.54572,0.96065,0.09679,0.52431,0.66667,0.00000,0.00000,0.00000,0.00000,0.01736,0.00000,0.03167,54.82694
pairwise_contact_classifier,fixture_near_wall_jam,4,6,0.00000,0.54977,0.48495,0.96528,0.09115,0.44792,0.83333,0.00000,0.00000,0.00000,0.00000,0.01736,0.00000,0.03919,70.25259
pairwise_contact_classifier,fixture_near_wall_jam,5,6,0.00000,0.41377,0.28067,0.95833,0.12674,0.24306,0.83333,0.00000,0.00000,0.00000,0.00000,0.01042,0.00000,0.03145,70.84814
pairwise_contact_classifier,fixture_near_wall_jam,6,6,0.00000,0.47801,0.43403,0.95023,0.10069,0.40278,0.66667,0.00000,0.00000,0.00000,0.00000,0.01736,0.00000,0.03748,56.10581
pairwise_contact_classifier,fixture_near_wall_jam,7,6,0.00000,0.65336,0.54919,0.98495,0.06858,0.53125,0.83333,0.00000,0.00000,0.00000,0.00000,0.00347,0.00000,0.04117,27.55086
pairwise_contact_classifier,fixture_topology_shift,0,6,0.00000,0.80370,0.42824,0.99306,0.07379,0.40972,1.00000,0.35417,0.00347,0.00000,0.23264,0.00347,0.09343,0.08104,31.19796
pairwise_contact_classifier,fixture_topology_shift,1,6,0.00000,0.75660,0.52720,0.80185,0.09332,0.62847,0.83333,0.56250,0.00694,0.00694,0.32639,0.00694,0.34615,0.06591,29.24205
pairwise_contact_classifier,fixture_topology_shift,2,6,0.00000,0.70544,0.52488,0.87847,0.09592,0.50347,0.83333,0.29514,0.00000,0.00000,0.20139,0.00694,0.09738,0.04935,22.28481
pairwise_contact_classifier,fixture_topology_shift,3,6,0.00000,0.65961,0.38079,0.89005,0.09592,0.36806,0.83333,0.21875,0.01042,0.00000,0.17361,0.00694,0.26529,0.11969,18.64573
pairwise_contact_classifier,fixture_topology_shift,4,6,0.00000,0.80556,0.53819,0.80671,0.08551,0.73264,0.83333,0.35764,0.00347,0.00347,0.29861,0.00000,0.06988,0.02254,29.38095
pairwise_contact_classifier,fixture_topology_shift,5,6,0.00000,0.83276,0.54977,0.95764,0.06337,0.51389,1.00000,0.25347,0.00347,0.00000,0.15972,0.00000,0.17525,0.05550,33.53158
pairwise_contact_classifier,fixture_topology_shift,6,6,0.00000,0.91898,0.79861,0.96181,0.03082,0.76736,1.00000,0.14930,0.00347,0.00000,0.09722,0.00694,0.18623,0.09853,24.20349
pairwise_contact_classifier,fixture_topology_shift,7,6,0.00000,0.77303,0.47743,0.76042,0.09983,0.67708,0.83333,0.41319,0.00000,0.00000,0.34375,0.00000,0.00000,0.01462,24.83982
pairwise_contact_classifier,friction_mass_shift,0,6,0.00000,0.68866,0.46586,0.56077,0.16797,0.55903,0.50668,0.00000,0.47917,0.44792,0.00000,0.01042,0.65412,0.07437,12.94770
pairwise_contact_classifier,friction_mass_shift,1,6,0.33333,0.75235,0.67236,0.63134,0.13941,0.56114,0.37037,0.00000,0.45465,0.40474,0.00000,0.01042,0.77980,0.10250,11.70306
pairwise_contact_classifier,friction_mass_shift,2,6,0.00000,0.72372,0.51736,0.66250,0.14323,0.68750,0.57281,0.00000,0.37500,0.34722,0.00000,0.01042,0.79086,0.11788,22.34313
pairwise_contact_classifier,friction_mass_shift,3,6,0.16667,0.75016,0.49722,0.66898,0.13819,0.74167,0.70143,0.00000,0.38958,0.34375,0.00000,0.00347,0.52629,0.06474,20.29689
pairwise_contact_classifier,friction_mass_shift,4,6,0.16667,0.79426,0.57222,0.59398,0.12952,0.74167,0.60326,0.00000,0.46944,0.42708,0.00000,0.00694,0.67602,0.08731,12.10127
pairwise_contact_classifier,friction_mass_shift,5,6,0.33333,0.78224,0.48356,0.49167,0.14297,0.75903,0.65784,0.00000,0.61944,0.55208,0.00000,0.00694,0.68322,0.06305,11.31911
pairwise_contact_classifier,friction_mass_shift,6,6,0.33333,0.78544,0.63750,0.62546,0.12995,0.68194,0.13514,0.00000,0.47153,0.41806,0.00000,0.01042,0.82322,0.13867,11.45996
pairwise_contact_classifier,friction_mass_shift,7,6,0.33333,0.70169,0.48819,0.57847,0.16840,0.59028,0.47953,0.00000,0.49722,0.44097,0.00000,0.00347,0.52624,0.05260,12.62557
pairwise_contact_classifier,nominal_push_to_pocket,0,6,0.16667,0.61694,0.67431,0.38333,0.15512,0.13195,0.01933,0.00000,0.71944,0.64236,0.00000,0.00000,0.80546,0.02082,13.00798
pairwise_contact_classifier,nominal_push_to_pocket,1,6,0.33333,0.68479,0.74352,0.33611,0.13533,0.14097,0.00952,0.00000,0.77916,0.69792,0.00347,0.00000,0.74134,0.02986,26.30285
pairwise_contact_classifier,nominal_push_to_pocket,2,6,0.33333,0.70060,0.76076,0.31759,0.14080,0.13264,0.00000,0.00000,0.80347,0.71180,0.00000,0.00000,0.69398,0.01395,25.24841
pairwise_contact_classifier,nominal_push_to_pocket,3,6,0.33333,0.61715,0.63472,0.40185,0.16007,0.16597,0.00000,0.00000,0.71319,0.63194,0.00000,0.00000,0.68989,0.01430,23.85495
pairwise_contact_classifier,nominal_push_to_pocket,4,6,0.16667,0.67947,0.63241,0.28727,0.15851,0.25555,0.13333,0.00000,0.81319,0.74653,0.00000,0.00000,0.81315,0.01233,12.04535
pairwise_contact_classifier,nominal_push_to_pocket,5,6,0.33333,0.80648,0.86806,0.21181,0.12309,0.15139,0.07540,0.00000,0.93889,0.84722,0.00000,0.00000,0.81758,0.01610,11.16684
pairwise_contact_classifier,nominal_push_to_pocket,6,6,0.16667,0.77970,0.87731,0.19410,0.13003,0.10833,0.01075,0.00000,0.92917,0.84375,0.00000,0.00000,0.81313,0.02321,13.64648
pairwise_contact_classifier,nominal_push_to_pocket,7,6,0.16667,0.58445,0.53256,0.37292,0.19077,0.25278,0.13390,0.00000,0.71134,0.64467,0.00347,0.00000,0.80043,0.02333,36.46773
pairwise_contact_classifier,pocket_relocation,0,6,0.16667,0.63826,0.48588,0.43981,0.15052,0.42153,0.35682,0.13542,0.63264,0.42361,0.15625,0.00347,0.42325,0.10896,26.36205
pairwise_contact_classifier,pocket_relocation,1,6,0.00000,0.64572,0.38657,0.25741,0.20920,0.52083,0.41895,0.00000,0.83680,0.77778,0.00000,0.00000,0.80919,0.12540,24.33689
pairwise_contact_classifier,pocket_relocation,2,6,0.16667,0.74226,0.50675,0.15903,0.17679,0.52238,0.36128,0.00000,0.95293,0.88233,0.00347,0.00000,0.82000,0.13740,11.19472
pairwise_contact_classifier,pocket_relocation,3,6,0.33333,0.75320,0.52497,0.17824,0.16999,0.47758,0.27746,0.00000,0.94127,0.86855,0.00000,0.00000,0.82292,0.12436,11.23562
pairwise_contact_classifier,pocket_relocation,4,6,0.16667,0.53472,0.12847,0.38889,0.23394,0.65278,0.44623,0.00000,0.70486,0.64583,0.00694,0.00000,0.77236,0.09452,35.63565
pairwise_contact_classifier,pocket_relocation,5,6,0.16667,0.48613,0.16458,0.50116,0.22144,0.54792,0.30356,0.00000,0.56667,0.51042,0.01042,0.00694,0.65363,0.10629,48.15836
pairwise_contact_classifier,pocket_relocation,6,6,0.16667,0.63162,0.26042,0.31273,0.22023,0.63542,0.43308,0.00000,0.82014,0.74305,0.00347,0.00000,0.80925,0.10444,24.59513
pairwise_contact_classifier,pocket_relocation,7,6,0.66667,0.71451,0.30438,0.20449,0.20060,0.74474,0.40842,0.00000,0.93042,0.83474,0.00000,0.00000,0.83926,0.11318,11.91237
random_forest_topology_planner,actuator_limit_chain,0,6,0.00000,0.42882,0.81366,0.29629,0.16232,0.19097,1.00000,0.76389,0.00000,0.00000,0.77083,0.00347,0.11439,0.02973,15.65669
random_forest_topology_planner,actuator_limit_chain,1,6,0.00000,0.51817,0.55208,0.30498,0.16146,0.39236,0.83333,0.76389,0.00694,0.00347,0.73611,0.00347,0.20919,0.04803,13.37895
random_forest_topology_planner,actuator_limit_chain,2,6,0.00000,0.54120,0.77431,0.32986,0.14236,0.19792,0.83333,0.63542,0.15625,0.14930,0.61111,0.00694,0.34951,0.10398,13.00977
random_forest_topology_planner,actuator_limit_chain,3,6,0.00000,0.43634,0.85069,0.16308,0.17231,0.11806,0.84375,0.65972,0.15625,0.14930,0.71181,0.01042,0.45708,0.16406,11.41336
random_forest_topology_planner,actuator_limit_chain,4,6,0.00000,0.28322,0.63310,0.31076,0.20747,0.28819,0.83333,0.66319,0.01042,0.01042,0.69444,0.02430,0.64937,0.16989,28.35952
random_forest_topology_planner,actuator_limit_chain,5,6,0.00000,0.31898,0.55556,0.18808,0.22309,0.26042,0.66667,0.67014,0.02083,0.15972,0.73958,0.01042,0.44798,0.04513,10.47271
random_forest_topology_planner,actuator_limit_chain,6,6,0.00000,0.41944,0.64815,0.15856,0.20182,0.25000,0.83333,0.80903,0.01042,0.00694,0.90625,0.01042,0.43884,0.12939,10.67436
random_forest_topology_planner,actuator_limit_chain,7,6,0.00000,0.52593,0.76042,0.20197,0.15972,0.21181,0.83333,0.80556,0.01042,0.00694,0.88542,0.00347,0.07530,0.08580,13.46648
random_forest_topology_planner,combined_extreme_stress,0,6,0.00000,0.56019,0.79861,0.64734,0.08420,0.48264,1.00000,0.34722,0.00000,0.00000,0.23611,0.00347,0.12108,0.04142,35.29181
random_forest_topology_planner,combined_extreme_stress,1,6,0.00000,0.56944,0.80208,0.64607,0.08377,0.55903,0.83333,0.25000,0.00347,0.00000,0.16319,0.00347,0.02868,0.04876,25.67777
random_forest_topology_planner,combined_extreme_stress,2,6,0.00000,0.48958,0.89236,0.60510,0.07422,0.48611,1.00000,0.11111,0.00000,0.00000,0.07986,0.01389,0.00000,0.07046,35.97884
random_forest_topology_planner,combined_extreme_stress,3,6,0.00000,0.61424,0.84259,0.62477,0.09722,0.50000,0.83333,0.23611,0.15278,0.15278,0.14583,0.00347,0.27437,0.04499,24.24753
random_forest_topology_planner,combined_extreme_stress,4,6,0.00000,0.55729,0.79398,0.64629,0.07552,0.49305,1.00000,0.29167,0.00000,0.00000,0.17361,0.01389,0.00000,0.01610,49.03757
random_forest_topology_planner,combined_extreme_stress,5,6,0.00000,0.40914,0.79861,0.54560,0.10026,0.39583,1.00000,0.27431,0.01042,0.00000,0.16320,0.01389,0.24924,0.17831,33.96211
random_forest_topology_planner,combined_extreme_stress,6,6,0.00000,0.59375,0.89583,0.66609,0.06163,0.55208,0.83333,0.13194,0.00347,0.00000,0.07986,0.00347,0.08450,0.06055,28.83546
random_forest_topology_planner,combined_extreme_stress,7,6,0.00000,0.77546,0.93056,0.72222,0.05165,0.64583,1.00000,0.22569,0.00000,0.00000,0.24653,0.00000,0.00000,0.01007,22.99158
random_forest_topology_planner,combined_stress,0,6,0.33333,0.35625,0.66528,0.20162,0.21814,0.15486,0.51042,0.26042,0.45000,0.39931,0.25000,0.00694,0.79165,0.13221,13.07537
random_forest_topology_planner,combined_stress,1,6,0.16667,0.45278,0.76736,0.48310,0.13663,0.40347,0.83333,0.23611,0.14167,0.12500,0.20972,0.01736,0.51830,0.15574,14.75195
random_forest_topology_planner,combined_stress,2,6,0.00000,0.49549,0.80787,0.30613,0.17491,0.22222,0.52117,0.23611,0.47917,0.44792,0.17708,0.00347,0.62114,0.07253,16.53573
random_forest_topology_planner,combined_stress,3,6,0.00000,0.51296,0.68981,0.45011,0.17101,0.30556,0.67742,0.36458,0.31945,0.30903,0.31597,0.00694,0.61079,0.08609,14.30051
random_forest_topology_planner,combined_stress,4,6,0.00000,0.38657,0.71181,0.50231,0.12240,0.29167,1.00000,0.48958,0.01042,0.00347,0.33681,0.02083,0.42783,0.11304,20.64563
random_forest_topology_planner,combined_stress,5,6,0.16667,0.33484,0.66713,0.28217,0.19375,0.18889,0.67708,0.36111,0.29306,0.27778,0.31597,0.01042,0.62718,0.09004,16.29826
random_forest_topology_planner,combined_stress,6,6,0.00000,0.42604,0.69792,0.37952,0.16927,0.24653,0.51075,0.23611,0.33333,0.30903,0.18056,0.01389,0.77039,0.07762,15.45342
random_forest_topology_planner,combined_stress,7,6,0.00000,0.30081,0.82292,0.16528,0.21528,0.10764,0.66667,0.50347,0.31250,0.30208,0.48611,0.00000,0.39443,0.07318,19.13017
random_forest_topology_planner,contact_chain_transfer,0,6,0.00000,0.10706,0.95833,0.07581,0.14366,0.03472,0.83333,0.00000,0.15972,0.14930,0.00000,0.01389,0.42733,0.11730,11.55654
random_forest_topology_planner,contact_chain_transfer,1,6,0.00000,0.40915,0.98958,0.34838,0.10374,0.33681,0.84375,0.00000,0.15972,0.14930,0.00000,0.00000,0.13666,0.02202,12.14600
random_forest_topology_planner,contact_chain_transfer,2,6,0.00000,0.13657,0.95139,0.10995,0.13889,0.06250,0.83333,0.00000,0.15972,0.14930,0.00000,0.01042,0.35677,0.11301,10.70301
random_forest_topology_planner,contact_chain_transfer,3,6,0.00000,0.24711,0.95833,0.13195,0.15408,0.09722,0.66667,0.00000,0.31944,0.29861,0.00000,0.00694,0.47180,0.10197,11.60173
random_forest_topology_planner,contact_chain_transfer,4,6,0.00000,0.28472,0.97917,0.31713,0.09115,0.28819,1.00000,0.00000,0.00000,0.00000,0.00000,0.01042,0.18497,0.08891,23.43715
random_forest_topology_planner,contact_chain_transfer,5,6,0.00000,0.26215,0.93750,0.06424,0.18316,0.03472,0.52083,0.00000,0.47917,0.45139,0.00000,0.01042,0.60747,0.06569,11.78048
random_forest_topology_planner,contact_chain_transfer,6,6,0.16667,0.33716,0.95764,0.20371,0.13889,0.18542,0.66667,0.00000,0.30972,0.27431,0.00000,0.00347,0.38064,0.04325,11.48234
random_forest_topology_planner,contact_chain_transfer,7,6,0.16667,0.26308,0.92986,0.08484,0.17752,0.03958,0.52083,0.00000,0.46944,0.42361,0.00000,0.00347,0.50179,0.07868,11.28076
random_forest_topology_planner,contact_sensor_noise_burst,0,6,0.33333,0.59155,0.88819,0.26644,0.19228,0.21736,0.18719,0.00000,0.78403,0.69792,0.00000,0.00000,0.79327,0.06841,11.65798
random_forest_topology_planner,contact_sensor_noise_burst,1,6,0.00000,0.57419,0.89236,0.23727,0.19878,0.18403,0.22921,0.00000,0.80208,0.74652,0.00347,0.00347,0.79091,0.06596,11.46836
random_forest_topology_planner,contact_sensor_noise_burst,2,6,0.16667,0.58993,0.85417,0.45648,0.14783,0.36875,0.52151,0.11806,0.46944,0.42361,0.07986,0.00694,0.74369,0.12272,14.24791
random_forest_topology_planner,contact_sensor_noise_burst,3,6,0.16667,0.60810,0.91481,0.35683,0.16458,0.28750,0.38575,0.00000,0.63125,0.57292,0.00000,0.00694,0.64671,0.03419,11.53001
random_forest_topology_planner,contact_sensor_noise_burst,4,6,0.33333,0.51169,0.82361,0.26852,0.19852,0.20139,0.35353,0.13542,0.62291,0.54861,0.15972,0.00694,0.77388,0.04525,10.96433
random_forest_topology_planner,contact_sensor_noise_burst,5,6,0.16667,0.58484,0.90555,0.28322,0.19757,0.20903,0.26560,0.00000,0.78889,0.72222,0.00347,0.00347,0.78358,0.05280,11.43579
random_forest_topology_planner,contact_sensor_noise_burst,6,6,0.16667,0.59248,0.91250,0.26481,0.19219,0.22778,0.20778,0.00000,0.78542,0.72222,0.00347,0.00347,0.79029,0.06178,11.31771
random_forest_topology_planner,contact_sensor_noise_burst,7,6,0.33333,0.56558,0.86736,0.28333,0.19462,0.20000,0.32834,0.00000,0.77569,0.70139,0.00000,0.00347,0.77695,0.06835,11.26359
random_forest_topology_planner,delayed_topology_transition,0,6,0.00000,0.07813,0.73264,0.09607,0.25868,0.05903,1.00000,0.81250,0.00347,0.00000,0.93750,0.00347,0.11406,0.03101,8.31388
random_forest_topology_planner,delayed_topology_transition,1,6,0.00000,0.09954,0.94097,0.10301,0.22743,0.05556,1.00000,0.81250,0.00000,0.00000,0.93750,0.00000,0.00990,0.03401,7.67860
random_forest_topology_planner,delayed_topology_transition,2,6,0.00000,0.31424,0.74306,0.22905,0.20312,0.23958,0.83333,0.67708,0.01042,0.00000,0.79167,0.00694,0.24103,0.13353,10.08105
random_forest_topology_planner,delayed_topology_transition,3,6,0.00000,0.11250,0.92245,0.09479,0.22960,0.05556,1.00000,0.80903,0.00694,0.01042,0.93403,0.00000,0.00000,0.07906,7.51469
random_forest_topology_planner,delayed_topology_transition,4,6,0.00000,0.19734,0.80903,0.09954,0.22700,0.08681,1.00000,0.80903,0.00000,0.00000,0.93403,0.00347,0.10955,0.03030,6.88914
random_forest_topology_planner,delayed_topology_transition,5,6,0.00000,0.13484,0.73958,0.08160,0.24609,0.09375,1.00000,0.81250,0.00000,0.00000,0.93750,0.00000,0.00000,0.00904,7.01880
random_forest_topology_planner,delayed_topology_transition,6,6,0.00000,0.20023,0.96181,0.08681,0.20877,0.05208,1.00000,0.81250,0.00000,0.00000,0.93750,0.00000,0.00000,0.02608,7.58226
